,review,target
3223,"Hahaha..this dress is hilarious! it looks nothing like the image! i am usually a 0/xs, and 4 was the smallest size available, so i ordered it. when i opened it, it felt like 10 lbs of fabric. i thought maybe i ordered a size way too big, until i could barely squeeze into the top of the dress. once i looked in the mirror, i almost fell over laughing. the rest of the dress is huge. i don't believe this dress would be flattering on anyone.",0
3224,"I was so pumped to see a slightly different version of last years, military swing shirtdress, because i loved the idea of it, but it was just was too voluminous and short for me... well, this year, i ordered a size up, remembering that last years dress ran right in the chest and shoulders. i guessed right! this time, in a size up, i had breathing room and was much more comfortable. this dress is also a lot less billowy. there is sting definitely a swing but a much less dramatic version! my issue",1
3225,"I love this dress as far as the fit goes. it makes my curvy figure loook even better with how it's cut. that being said the different patterns over each boob made the dress look crazy. it makes you look quite lopsided in the chest. wasn't just me, but my store people also agreed. had the pattern on the chest been the same it would be great, but even though my boobs are of ""mostly"" equal size, they looked too crazy. it's quite noticeable on. so sad:(",0
3226,"This dress was adorable & fit great! regrettably, i had to return it since it wasn't lined.",0
3227,"I loved the look of this shirt but full price was a little steep so i waited for it to go on sale and am glad i waited because only a l was left and it was perfect fit since i originally was thinkng of getting a small or medium which i usually do at retailer but this one was running really small compared to retailer other shirts. the fabric is great but when i looked at it carefully, the zipper construction is sewn poorly as well as the sewing at the buttons area...also, there were a lot of thread h",0
3228,I thought the sweater was pricey until i saw it on me. this sweater is really flattering! i chose the grey colored one. i'm smaller on top and this sweater is perfect with the v neck cut out the fabric is also really soft.,1
3229,"The skirt is comfortable and as pictured. it also ran tts. i'm 5'5"" tall and weigh 140 lbs. i had the medium and didn't need to size up to a large. when you put the skirt on a normal body, it looks like you are wearing an easter egg... and not in a good way.",0
3230,"Gorgeous flowy dress that's great for three seasons. thank you to the previous reviewers for the fit advice. size small was only available and it fits perfectly on me (i'm an m/l on top). i'm short and will have to hem because even with 3"" heels i kept stepping on the back skirt. bodice opening is wide and gapes too much so i will wear a cami bra or fashion tape or have an additional fastener sewn in. there are bright little balls of red trim and unexpected pops of violet embroidery, adding to t",1
3231,"I love this sweater! i was nervous after reading the reviews, but ordered it anyway and i'm so glad i did. i got it in grey- the tie back/v-back feature is my favorite part-- flirty and feminine, unique but also subtle. i don't think the material is scratchy. it may not be as soft as some of my other retailer shirts, but i wouldn't call it scratchy. it was perfectly comfortable to me. i will say that it's a little short though. i vary between a m and l, depending on the shirt (5'9, long torso, 36c",1
3232,"Love the design with the buttons down the back but unfortunately this did not work for me. the colors were brighter than shown on the website which was my first disappointment, i prefer more muted colors. the second disappointment was the material. for me it was just too itchy. unfortunately, this one's going back.",0
3233,"I loved these pants and purchased them in three colors. like another reviewer, within a few weeks, having worn them no more than a couple of times, the fabric in the crotch area started to wear thin and two pairs developed holes. i was not hard on the pants - just wore them to the office - and line dried them. so disappointing, as i really did love the pants. total waste of money.",0
3234,I'm usually a maeve fan. i found this top to look cheap and fit poorly. it is also very thin material and showed everything.,0
3235,"I saw this top on sale and tried it on right away. my normal medium was too big, so i purchased the small in the rose color. wore it with a shimmery kimono and cream colored pilcro boyfriend jeans. wow, what an outfit!!!!
then i washed it according to directions, and sadly it shrunk into a crop peplum tank. i was so disappointed. i wished i had read the reviews beforehand.",0
3236,"Gorgeous color and fit, but fabric is not great. i ordered this to wear with leggings and booties. i returned as i could tell it would get baggy in the elbows and rear end. just not a good fabric. bummer!!!!",0
3237,"I love the ease of style of this dress. perfect for summer and to wear for a cruise. the only problem with the dress is that it comes unlined. if it was lined, it'd be perfect. if you plan to wear this over swimwear, it's great. if not, make sure to wear neutral underwear since it is partly see through. would need to get a slip along with this dress. 

i'm 5' and got a s p. i could have easily gotten the xs. the dress hits in slightly lower on my thigh than what is seen on the model.",1
3238,"I loved the design online but the sweater is bulky and boxy. i had chosen the cream with blue and now looking back at the other pictures of the beige/cream it represents it better. it made me look very wide. loved it online but it wasn't for me, returned it.",0
3239,"I'm a fan of yumi kim dresses and consistently wear size small. so, i ordered this in a small, and the top was a little loose, but it was way too short. there's no way i would feel comfortable wearing this in public. i'm 5'7"", and the hem was higher than mid-thigh on me. the waist is also billowy and has no defined shape.",0
3240,"I really wanted to love this dress, but it just wasn't flattering on me. i have curves and i was hoping this would hug them in a joan on mad men way (sometimes these dresses that just hang on super thin models can look beautiful in a different way on a more voluptuous woman) but it was pretty shapeless on me. it also dips so low in the back that i would have to get a special bra to wear it. might be right for a more slender shape or someone who can go braless, but it didn't work for this short,",0
3241,"Needed a pair of grey pants to go with some of my jewel colored tops.
hei hei is my favorite brand of pants and these did not disappoint.  they fit like a glove and are true to size.  i don't think the picture does them justice.  if you like comfort you certainly will not go wrong with these pants.  you can wear them year round except in the heat of the summer.  i would not hesitate to purchase them.",1
3242,"Got the black but the orange it very pretty too the black fabric has a sheen to it; almost like snakeskin. as other reviewers have mentioned, it does run small and the armholes are cut in a bit. overall it is a more interesting than a basic lbd.",1
3243,These shorts are age-appropriate for all. they're loose fitting and cal me rolled up or left down where they end above the knee. the fabric is soft and colors are fun,1
3244,"Quality is great, fits very well at waste, i am 5'4 135lb bought size 8p and it's good... i would require wear heels as it reaches and sits on the floor. they are more fall/spring/winter pants as material quite thick. overall, i am happy with them",1
3245,"Not great quality, runs a bit lose, disproportionate (too large in neck and arms area)",0
3246,I love these jeans. the fit is much better than the white pilcro hyphen slit jean which is cuts lower. nice weight. not to heavy and not too light in weight. these look terrific with the vanja peasant top in the yellow print. a darling outfit. the lace give them flair and dress them up so i can wear them to work. highly recommend!!,1
3247,"So, i bought 2 of these. first in xsp. it was actually the regular length not the petite one. it did have the problem mentioned by others regarding the arms, armpit, thighness issue. i thought maybe the dress was mislabeled and i got a regular xs by mistake. so i returned and order another xsp hoping i would get one with the right length, but no. the one i got has same issues as the first one. why 2 petite dresses with regular length/? i think the dresses are defective. the print is gorgeous and",0
3248,"Great item. ordered for my wife for christmas. received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well). disappointed! replaced with next size up...we'll see!",0
3249,"I decided to order this skirt to look at it and regret it now as i want to keep it. one bummer is the smallest size (xs) runs big, the skirt falls on my lower waist aka hips on me, not on my waist. bu i love the look, it has pockets where the pattern reverts the fabric is soft and thick, making the skirt structured. the length was nice on me, though ti is a mini and there is no petite size, the hem still was above my knee, and therefore was acceptably flattering. the colors are also nice for fal",1
3250,"Cute details but not happy with the fit. runs wide and short. the peplum fabric on bottom is stiff, wrinkles easily, and lays funny. returning this one.",0
3251,"Vibrant, lovely and quite long! this maxi works for leggy bettys - i stand 5'11"" in my stocking feet, and the dress hem grazed the floor. not quite as voluminous as the photo suggests, but stunning nonetheless. runs a bit small. i normally wear xs to s, and i tried a xs in-store, but it fit just ever-so-slightly too snug. i didn't try a size s, but i suspect it may have fit ever-so-slightly too large.",1
3252,I loved this shirt when i purchased it but it shrank badly and the front seam (on mine) was crooked. no longer have my receipt so not sure i can return it~ sigh. i do love the pilcro chinos i bought to go with it however!,0
3253,"I can never resist a peter pan collar, so i bought this top in the ivory. it's so cute! i wore it for the first time today and received many compliments. it's very comfortable, fits well, and looks expensive. highly recommend it!",1
3254,"I purchased this dress in the green, and while the print and material were lovely, the extra folds in the neckline made the dress look frumpy up top. the billowly bottom made it look like a bag. i am 5ft, 36d and 29"" waist and the size 2 fit, which makes me think this runs large! i'll be returning this dress.",0
3255,"This is completely see-through and i think it would look awkward with a cami underneath because of the highly structured shape. fairly cute fit, but not as a layering piece.",0
3256,"I bought the red and white. both tank tops were a nice, thick material- definitely high quality. i was hoping there would just be a little bit of swing at the bottom, just enough to be loose and flattering. but there is a ton of extra fabric at the end, which with a larger bust wound up edging into looking a little maternity. but i think it'd be great on you if you tend to do well with very drapey or swingy tops. it runs a touch big- im normally between a small and an xs, and the xs was not even",0
3257,"I saw this skirt online and went to the store immediately to try on. i was a bit disappointed. the size is tts but the prints were prettier online. the material is ok. the regular is long so probably won't look good on a shorter person
if it is still available when the price comes down, i might buy it.",0
3258,"I was excited to order this sweater. when it arrived, the green didn't stand out as much as the picture here. it also felt too itchy. i usually wear either very soft wool or wool with cashmere because i can't stand plain thick heavy wool. this one was just too itchy for me, it is going back.",0
3259,"Sleeves were tight, was difficult to put on ?. for the price, you want to love the shirt. sending it back.",0
3260,"I ordered the black and white pattern, which was ok. i got a small, but the shirt was very square - with a short and wide fit! i doubt an xs would have helped with such a boxy shirt. sent this one back.",0
3261,"I love this sweater, especially the sleeves. i'm 5'2 and athletic so i don't' feel that it is the most flattering for my figure but i love it so much that i kept it!",1
3262,"It was just too big in the regular size and too short in petite.  the proportion was off.  i bought a similar sweater last year in a blue color that i wore constantly and was hoping this would be like it. i think if you are very tall you might pull this off. i'm 5,4"" and even the extra small regular hung below my booty.",0
3263,"Love these jeans as they look great with dress shoes, running shoes or boots. fit well and true to size.",1
3264,I have been wanting to incorporate button down blouses into my wardrobe for months but hadn't found any that caught my eye. leave it to retailer to supply the best alternative to a classic look. i love everything from the bottom flare to the way it cinches my waist. i would say this is perfectly appropriate for a business setting while still giving you individual style.,1
3265,"The skirt has a great cute design and great colors and great shape. but it runs very small and short. this company needs to provide a better fit, and large sizes if they run small.",0
3266,"It is a proper fitting oversized shirt. however, it is very flimsy and even see-through as a summer weight shirt. i returned it because i don't want to wear a tank or cami under it during hot weather.",0
3267,"I agree with the first reviewer. this dress is just ok; nothing to write home about. if you need a throw on dress in a pinch, it's nice to have on hand, but there are probably a lot of other retailer dresses that fit the bill that are better quality than this one. it is also very body conscious in the back. the material is a thin, ribbed rayon - on the cheap side. overall, it's a comfortable piece, but it's more like a thin, long-sleeve t-shirt, rather than a quality dress. it would have been a gr",1
3268,"These are gorgeous and not too short or too long which is oddly hard to find! they're mostly tts, but if you're between sizes i'd go up a size because the small was slightly snug on me and i'm a 4/6. i'm hopeful that they'll stretch a little with wear because i think the medium would be too loose.",1
3269,Gorgeous color! salmon not pink though! lovely soft drape fabric but the itty bity thread and hook in the center is awful! i am a size 2/4 d cup and ordered a small and the closure is not adequate at all! it looks terrible closed and is too revealing without a cami underneath. does not fit like the model!,0
3270,"I love everything about this dress. the style, fit, colors and design of fabric, quality and feel of fabric. so happy and highly recommend!",1
3271,"I wore this to a gala and i plan on wearing it over and over again. the dress is very comfortable and looks polished. i wore this dress for 12 hours and did not want to take it off. the embroidery is beautiful and appears to be well done. i am 5'5 and the dress hit me 2 inches above my knee. i highly recommend this dress, i received so many compliments.",1
3272,"This is a very pretty top with nice lace details. the linen makes it not quite as soft as 100% cotton but still comfortable and breathable. the fit was just right in the small petite. i tried it on in the store and was very tempted, but wound up not buying it because i have other similar tops. i would snap it up if it went on sale or if i needed a top of this type.",1
3273,"For the price, you can't beat this dress. i love the thicker stretchy fabric used for it - if you're a fan of some of the popular maeve pencil skirts (like the tearoom pencil skirt), you will love this! for me, it's the perfect piece for work with a black or white cardi or denim jacket over it. it's a perfect length (above the knee on 5""7""...similar to the model), armholes are the right size, and the overall cut of the dress is forgiving and flattering, even post-baby. super happy with the value",1
3274,"I was so glad to find such a beautiful item made in the usa. i knew the workmanship would be above average. the embroidery is gorgeous and makes these jeans so unique. i am usually a 24 in pilcro slouchy chinos, size 0 in most pants , 25 in jeans so i ordered these in xs. the waist was at least 7-8 inches too large. they were enormous in every aspect of fit. no belt could possibly make these stay up. very disappointed . i would recommend an xs if you are a size 6 to 8.",0
3275,Really cute and comfy and casual skirt. i am looking forward to travelling in this skirt and running around for the summer. i did size down one size. highly recommend. will get lots of wear.,1
3276,I love this coat! it is exactly what i was looking for. it is unlined (with cute fabric edging on the seams) and a lightweight wool but it is roomy enough for layering and that is what i like about it. also like the length as it can conceal a long tunic sweater without it hanging out the bottom. it is very versatile in that it can be worn with something dressy or jeans and leggings. also like that i can add any fun scarf to dress it up or down. it's a great contemporary shape. i would say this c,1
3277,"I bought this online in dark green after trying on the burgundy. i usually wear a medium (5'2"", 120) but i looked better in the small in this jacket. the combination of very deep green, black and tan is beautiful. the cut is very flattering with the jacket open or snapped closed. it is nice enough to wear with black pants or skirt but looks just as good with jeans. i am in my 60's and this look is chic and fresh without being too ""young"" for my age. it's also very well made. i love it.",1
3278,"Absolutely love this blouse but if your a woman cursed with larger arms for your body size than this is not for you. i couldn't get the lace part of the upper arms past my elbows.

oh well, it's going back!",0
3279,This sweater looks great in the picture but when it came in the mail turned out to be enormous. i tried it with a belt on like in the picture but that just made the whole sweater bunch up everywhere. the quality is nice. maybe sizing down would help. but the medium/large is going back. i am normally a medium.,0
3280,I just bought this and tried it on on a whim and am so happy i did! it's so much more flattering on than this photo depicts. i think it'll be one of my summer staples this year! give it a try!,1
3281,I purchased this sweater in a small . nothing on the web site states it has dolman sleeves! it looked sloppy and made my bust disappear! it went back i hate dolman sleeves.,0
3282,"I love this dress!!! it's comfortable, flattering and stylish. looks great with flats or boots - awesome with a chunky scarf and tights.",1
3283,"I purchased both the floral sleep shorts and the top. the floral watercolor pattern is gorgeous and the fabric is very soft. like the other reviewers, i appreciate the feminine quality of this set while also being able to run around the house. i am 135 lbs and purchased a s.",1
3284,"I love unstructured pull on dresses in the summer and this maeve is better than photo. i wear a medium and fit is spot on. i also purchased the earlier version of this dress, same style and maker, different pattern and have gotten a lot of wear out of it this past summer. i expected this dress to be identical, but it's even better, it's fully lined and is a slightly different and more substantial fabric.
and did i mention pockets! i plan to wear it into the fall with a short cardi to dress it u",1
3285,"Ordered this dress for a summer wedding. it is so cute! true to size, well made with a hint of tulle. super comfortable for moving and dancing. winner!",1
3286,Very comfortable shirt.  washes up nicely with just a little ironing on the pleats.  cute detail of colored thread on buttons.  just a tad tight in the shoulders but not distracting.  no button placket chest gapping.,1
3287,Sooo disappointed with how flimsy this fabric is. i think this is the thinnest of all clothing items i have ever come across anywhere in my life. this is really a shame because the colors are stunning and it is a nice shirt style. another con is if you have any bit of back fat it shows every lump and bump . i do not recommend unless you have a lean back and the cost was $5.00!!!,0
3288,"I thought this dress looked gorgeous on the model. so floaty and light. when it came, i found it to be the exact opposite. the hem is so heavy and laid on me like a potato sack. it had way too much material at the bottom and weighed me down unfortunately.",0
3289,"I love these, but i should have ordered the size 25 instead of my usual 26. i can wear them higher with a tight belt, but they are still too long. too cute to return though.",1
3290,"I was extremely disappointed with the quality of this product. as soon as i put this tunic, the right tie loop detached from the garment. i could return it but the point of shopping online was to avoid the hassle of going to the store. the price of the item does not justify the low quality of the final product.",0
3291,"This is much prettier online than on me. too much dress, even though i sized down.",0
3292,"I had a hard time deciding to order red or turquoise, as both colors are really nice in person. the black, of course, is a classic. another reviewer found the top to be small, but i found it to be a little big on me in my usual size. not too bad, but a little bigger than expected.

teh neck part is effortless as there is stiching to help the colw effect stay in place. the fabric is thin though, so may show things (thinking bra ripples, and perhaps some other ripples in front tummmy). keeping it",1
3293,"I think this blouse would work for petites. it is super short and boxy. looked nothing like the fit on the model. sad to return it, love the print.",0
3294,This would be a great blouse for flat chested person. i am a size 12 and busty. i ordered an xl and it was ridiculously tight across the chest and the fabric is see through. you would need to wear a cami under it.,0
3295,"I'm on the shorter (5''3"") side of the spectrum and usually wear an xs in retailer. this is a lovely suit but it didn't work at all for me. it might work well on a taller person or someone who is longer waisted. the ruching and fuller cut leg was not flattering on me at all. it was very tight and pinched. sadly, i returned it.",0
3296,"The color, design and fabric of this top (got it in the red) were just as i expected, but as the owner of several deletta brand tops, i was very surprised to find that my usual size small runs very large in this tank. not only did the front dip too low but so did the arm holes, and the top just hangs on me. it was so big for a small that it almost made me think it had been mislabeled and was really a size large. 
bummed to return it because i really love the color and the style. will try an x-s",0
3297,I ordered an xl because most retailer button ups i need a 12 and sometime 14 due to my shoulders and chest but this was huge.,0
3298,"I purchased the blue with white dots. the shape was awful, but looked like a sack - returned",0
3299,Saw this in the store yesterday and had my daughter try it on. it was really cute on her and she loved it. in fairness to the other reviewers she tried on a size 0 which was perfect for her petite frame and i can see how this blouse would run really big in the larger sizes. but the fabric and detail is so pretty and it was on sale.,1
3300,Very comfy dress that you can wear in the summer if it's not too hot and in the fall/winter with boots (tall or ankle).,1
3301,"Cute top, i actually got a lot of compliments on it.  the white is slightly see through, which doesn't bother me but could bother other people. all around cute casual piece.",1
3302,Nice print and comfortable shirt.,1
3303,"I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large, and this is concerning because what if it is big in a weird way because i'm usually a large?",0
3304,"This is a great skirt and i have received so many compliments wearing it. it's soft as butter and adorable with the ruffle on the bottom. i do find it runs small. i usually wear a 27 in jeans or a small in various tops and bottoms (and occasionally find i can fit in a 26 or xs) but i purchased a medium in this skirt. this is a very versatile piece. so far i have worn it to work (i'm 5'6"" and it's not inappropriately short at all) with tights, heels, and a jacket, but i'm excited to style it for",1
3305,"I love this dress! there are so many different looks you can get just by adjusting the straps or shoulders. the material is lightweight and flows with every turn. i ordered my usual size 10 and it fits perfectly. i did need a little assistance in getting the side zip to go up, but once it was on i didn't want to take it off.",1
3306,Saw this in my local and retailer store and had to have it! well made and easy to dress up for down. perfect with a light weight shirt tucked in for summer and early fall. i recommend sizing up one size.,1
3307,"Love trying things outside my usual style, thought this might look like a sack but fell in love! looks effortless, easy to accessorize, dress up or down & comfortable. keeper! want to try it with platform sneaks for casual look.",1
3308,"Unlike other reviews i find this top to run true to size. for reference i'm 5'3, 117 lbs, 34 b cup, and took an xs. top fits comfortably, no tightness around the chest, and sleeves' fullness isn't overwhelming. the lace is see through, so a cami is a must. top is of excellent quality and craftsmanship. i have not laundered it yet, so i can't comment on that. so happy with my purchase! a keeper for sure!!",1
3309,"I ordered the neutral one with the fine stripe. it will layer nicely with neutral colored sweaters and blazers. the fabric is soft. the quality is good. the neck is cool that you can wear it two ways. overall, it is a good top. i think it's a little clingy, which highlights every flaw, in the back especially. i wouldn't size up. i still think it fits tts.",1
3310,"I've only worn the sweater a handful of times, but i'm already in love with how soft and comfortable it is. it's a bit on the baggier side, but that doesn't stop it from looking great. i've gotten complements on it every time i've worn it. i would highly recommend it to people who don't like the typical scratchy/itchy textiles.",1
3311,"The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style, it just didn't look flattering or good. i am sending it back. looks very boxy.",0
3312,"I saw this sweater on-line and loved it until i tried it on. i'm 5-7, flat chested, 135 pounds and i ordered a size small. the sweater fit everywhere except for my arms. this sweater will work great if you are short. consider making your sweaters a little longer, because i do not consider myself tall.",0
3313,"Run large and leg is very wide. even sizing down, they seemed too floppy.",0
3314,"Gorgeous dress, but so low in front and in back...i couldn't figure out how to pull it off without a cardigan/sweater. beautiful fabric and color.",0
3315,"Soft fabric and long, flattering, perfect for leggings",1
3316,"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick, stretchy and well made. however, the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great",0
3317,"While you can't count on the photo on your monitor to portray the exact color of an item, these photos are way off.  instead of the warm charcoal i see online, the pants are more of a dusty blue.  the material has very little stretch and i couldn't get into the size 24s.  the 25s were tight in the entire leg but huge in the waist.  for reference i usually wear a size 24 in brands like 7 for all mankind and citizens of humanity.",0
3318,Loved how this top looked online and couldn't wait to get it. i ordered the xs and it was huge and also very short in length compared to the picture online. i love the fabric and design but the fit was totally off. this is going back!,0
3319,"This is a gorgeous top. very well made with a classy design. it fits true to size from the lower chest up. however, at about the mid-belly range, the shirt widens out and basically allows a 5 month twin pregnancy to comfortably fit in. size xs. i was so sad. for the price, i can't justify taking it for alterations. it would have been the perfect top.",0
3320,"I wore this top right out of the package i loved it so much. i am 5'8"" small busted and size 4 was great. the sleeves hit me perfectly. the pleated detail in the back is flattering as well. my daughter now wants her own top. it would be nice to have a second color option.",1
3321,I absolutely love this top. it has a very classy look and can be used casual or dressy. i get lots of compliments.,1
3322,"The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model , but if your 5'4'' and pear shaped like me, it's a no go! took it back to my local store.",0
3323,"I had high hopes after reading all of the reviews, but as you can see, the dress didn't live up to them. i ordered a size 8, and maybe a 6 would've fit better, but i'm not going to find out. the sheer area on the model really stands out; it does not in real life. there were loose threads throughout, and there really shouldn't be at this price point. i was going to wear this to a wedding, but as a member of the wedding party, i don't think it would picture well at all. i'm sorry that it's headed",0
3324,"I loved this dress and it fit great on me: 5'7, 115 lbs, wore an xs. it was a little tighter than i wish, but the s would have been too loose. unfortunately, when i received the dress the arms were already pilling. it is made of a mix of polyester, and while it's machine washable (yay), i can imagine this dress would be pilling very easily, and i wish the fabric was a higher quality for the price, so i returned it.",0
3325,"This is really cute online, but is not fantastic on or in person. this is a top that i may be returning. i love the open shoulder, but the material is very thin, and the top runs large. it also hangs really low in the back which i am not a huge fan of.",0
3326,Lovely dress and looks great on me but with just my second time wearing this dress and reaching across my desk to pick something up i feel the elastic waistband snap. this dress is definitely my size and i have felt no tightness or discomfort in the midsection. i have bought cheaper clothes with better elastic waistbands and had them for years. now i will spend the rest of my day looking like i'm wearing an orange sack. i'm not pleased.,0
3327,"I loved this shirt! flattering and pretty. it's hand wash only or dry clean. i hand washed it and the blue t-shirt part of the shirt shrank, and now the front of the shirt is too short for me. would not recommend due to shrinkage... too bad.",0
3328,"This dress is really pretty, but the fit is off. it is not fitted at the waist which made the back look poofy. also, the arm length is not flattering; it needs to be either longer or shorter. additionally, if one was to wear it a lot, the felting might start to fray.",0
3329,This tunic is super comfy and will look great with leggings or skinny jeans. i absolutely love the detailing on the sleeves. i am so glad i ordered this item!,1
3330,"Purchased the navy/green and the red/brown. ultimately exchanged the red for the black/gold. the charlies tend to run small, so size up one. i normally wear a 26/2, but needed a 4 in these. the side zip makes for a slimming fit. i'm 5'3 and it is an ankle fit. i've paired a sleeveless silk navy blouse with the blue pant when the weather was warm and now i pair with a white oxford and navy cable knit sweater. i see many more possibilities for both pairs. fun print and fabric that can work through",1
3331,"I read the previous reviews and ordered down a size knowing that the shirt runs big.   i really wanted to love the shirt however it was a tent. with all of the extra material in the back, it billowed out in all the wrong places. the material is comfy and it's a very cute concept, just didn't work for me.",0
3332,I love this shirt! it hides my tummy perfectly without being too baggy! super cute!!,1
3333,Great fit and design but the wool is too itchy and rough. will need a layer underneath,1
3334,"This dress is absolutely gorgeous! the colors are actually very bright. it has a little embroidery and beading in the chest area. the fabric is actually very soft and it comes with built in slip. i found that it runs true to size. i got a medium, as i wanted it to be more roomy. i'm planning to wear it with booties, long boots, or sandals in the spring. i think it will make a great teacher dress.",1
3335,"I really love this skirt. when i first tried it on, i felt as if it was too thick and bulky for my frame (i'm very slim), but my mom convinced me to get it. well, mother knows best! i wore it to church with boots and a blouse, and it looked great. i received endless compliments! it's also a modest, yet fashionable length.",1
3336,"I really love this shirt. the cutouts make it unique and the fabric is super soft for a chambray style. i thought the fit was perfect - i'm 5'5"", 120lbs and i ordered an xs. still enough room to be comfortable. super cute! glad i bought it.",1
3337,"In true cloth & stone fashion, this product is incredibly soft and comfortable. i bought mine in petite small, but it will flatter a number of different body shapes and sizes. it's easy to launder (machine wash), and it will work as a perfect piece to dress up or down, depending on how you accessorize the product. i can't wait to wear this while i'm on the go and traveling over the summer.",1
3338,"Such a beautiful, well-made dress! the color of the dress is slightly more pink in person -- a very pale pink. the lining is an off-white color. it fits very well, aside from being a bit long (i'm 5' and ordered the xxs petite). so glad paper crown is making xxs p now!",1
3339,"A nice rayon peasant shirt - like the sleeve length. good for a fuller figure, covers all the bad sports and very comfortable.",1
3340,I didn't realize how much i would love this. wore it to work the other day and got more compliments than i have in a very long time on an outfit! it's comfortable and easy and flattering. bought this totally on a whim and so glad i did!,0
3341,"I got this jacket after being inspired by the looks from stranger things, and love that the fuzzy collar style is coming back! i tend to wear medium shirts and large jackets/coats to fit my long arms, and the sleeves are a great length for me. the lining has a gorgeous pattern on the inside too. the buttons were difficult to button at first, but became easier over time as the fabric softened. i also bought a pilcro skirt and it's comfortable too, so overall i&#39;m very happy with this brand.",1
3342,"I love the teal color of this t-shirt and the macrame design at the top is beautiful, however, the top is way too large.  i usually wear a size xs or s in retailer tops, so i ordered the size s, there is so much fabric below the chest it fits like a maternity top.  i know if i order an xs, i will have the same problem.  below the bust, the top is not flattering and it&amp;#39;s a shame.",0
3343,Good reason to read reviews. i concur with others in that it fins large and looks boxy. heavy fabric makes matters worse.,0
3344,"First the good: what a beautiful, figure flattering dress. the fabric is stiff feeling, but the dress is well lined, so you can't see through it, and it hides lumps and bumps well. feels very quality. the lining also means it isn't scratchy. the stripes are very figure flattering for apple shapes like me (i'm 5'5"", 165 and thick through the waist...this dress gives me the illusion of actually having a waist. l fit perfectly), and i love the saucy little cut out over the knee: not so high that yo",1
3345,"These do run small for pilcro which i think runs large overall. after reading other reviews i decided to get the size i would order in ag or coh and the like. thanks fellow reviewers because i'm pleased. when i first put them on i said no. the waist was a tad big (but comfy# and the legs seemed tight. with the slits at the bottom going right to my ankle (29 inch inseam) i thought these looked ridiculous. however, once i had them on for about 10 minutes they just sort of molded to my body and loo",1
3346,"I skipped over these when they first cme in store, but it was reccomended to me to try them on. so i did, and i loved them, they look like a skirt which is amazing but you won't be worrying on those breezy days ;) they run very big!!!! i'm usually a 26/27 or 2/4 in pants and i got the xs and feel like i could have even sized down but that's the smallest size carried in store. i got them in the green because i felt that the color went more with the casual feel of the pant. if you are interested i",1
3347,"Was drawn to this dress in the store. my location had it displayed well (one mannequin with the dress & a jean jacket...another with the faux fur cardigan). the dress is a very vibrant red. but the fit is not for me. i am busty (34c) with a short torso, and the dress made me look like dolly pardon on top. but there was a lot of room on the bottom. i tried on a size 6 and felt like i needed a size larger on the top and a size smaller on the bottom. having said that, the material is a very good qu",0
3348,"Long-time ag jeans fan. lately though, i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans, i would've ordered them. i found the same thing with the steve capris i ordered (same review there).
so back both pairs went. 
it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.",0
3349,"I was excited to receive this coat for my annual travel to switzerland but hesitated to order it online without seeing it first due to the price. it arrived last night with the buttons falling off and a large hole in the front pocket. the lining inside is has a very cheap plasticky feel and i can also see small rips possibly forming in the lining. in addition, the collar on the coat is extremely bulky and the shoulders are padded underneath the fur which makes ones shoulders appear like a lineba",0
3350,"This blouse is the definition of how to wear plaid and not feel like a lumberjack.. living in l.a. it's 90 degrees one day, and 60 the next. the lightweight fabric is perfect for our ever changing climate. it runs true to size and is very comfy. thinking of wearing it for thanksgiving dinner.",1
3351,You can adjust this dress a bit with the straps but it's huge! the colors were also a bit grayish which i didn't expect.,0
3352,Order a size down,1
3353,This jacket is so adorable on! i have no idea why retailer styled it with a chunky cream turtleneck under it considering the jacket is also cream and it's hard to tell what it even looks like?! i've been searching for a coat like this to give my leather jacket a break. in my opinion a lot of the faux coats look like they have cheap itchy material. this definitely does not! it is super soft and the faux fur is of high quality. the inside is also lined and feels like a very thick soft jersey sweater,1
3354,"This is a beautiful dress with unfortunate design flaws at the bodice of the dress. the fit at hips and length is perfect, falling just to my knee (i'm 5'5"" 142 lbs.) and grazing my hips. in that regard the fit is spectacular. but the bodice seems cut very oddly, which would require tayloring to correct. the armholes are large and flared at the bottom which leaves 'wings' just under the arms that stick out. since this dress has a side zip, to correct that would seem a major undertaking. the stra",1
3355,"Soft and feminine, pretty pastel colors, very romantic. the fit is flattering and feminine, the fabric is light, the lining is soft. color is pale and i may need a little brighter colors, but i might let that pass... i am on the fence only based on color, otherwise, gorgeous dress. the 0 fit me well, but the back touched the ground, so i would probably order petite (front is higher, so no issue there). 

30 dd, 26.5 in waist, 115 lbs for reference with 0",1
